iter	Logloss
299	0.6155785362
300	0.615558667
301	0.6155368462
302	0.6155155075
303	0.6154495478
304	0.6153932172
305	0.6153588695
306	0.6153382459
307	0.6153071812
308	0.6152805026
309	0.615201028
310	0.6151892975
311	0.6151783585
312	0.6151275457
313	0.6150975594
314	0.6150006515
315	0.6149879292
316	0.6149671728
317	0.6149392671
318	0.6149173602
319	0.6148891839
320	0.6148776532
321	0.6148641057
322	0.6147976866
323	0.6147834004
324	0.6146907365
325	0.6146767807
326	0.6146528406
327	0.6146095758
328	0.6145958509
329	0.6145737266
330	0.6145287229
331	0.614506491
332	0.6144467044
333	0.6144351014
334	0.6144174434
335	0.6143832642
336	0.6143240277
337	0.6142603788
338	0.6142372066
339	0.6141884735
340	0.614151084
341	0.614108519
342	0.6140620016
343	0.6140401661
344	0.614017512
345	0.6139958246
346	0.6139858166
347	0.6139558586
348	0.6139175297
349	0.6139049154
350	0.6138943756
351	0.6138657283
352	0.6138563357
353	0.6138423187
354	0.6138210888
355	0.6138094195
356	0.6137340835
357	0.6136835122
358	0.6136727639
359	0.6136046739
360	0.6135635935
361	0.6135460459
362	0.6135098548
363	0.6134754197
364	0.6134453464
365	0.6134150223
366	0.6133571982
367	0.6133470996
368	0.6132890493
369	0.6132780259
370	0.613250369
371	0.6132406669
372	0.6132063241
373	0.6131959474
374	0.6131859555
375	0.6131612138
376	0.6131476067
377	0.613131275
378	0.6131089014
379	0.613098323
380	0.61308219
381	0.6130694393
382	0.6130493063
383	0.61303193
384	0.6130148359
385	0.6129766618
386	0.6129651453
387	0.6129095244
388	0.612898892
389	0.6128735798
390	0.6128514565
391	0.6128300823
392	0.6127789243
393	0.6127406343
394	0.6127206633
395	0.6127063823
396	0.6126599155
397	0.6126503093
398	0.6126339847
399	0.6126081826
400	0.6125858661
401	0.6125530474
402	0.6125423993
403	0.6125099318
404	0.6124791851
405	0.612467478
406	0.6124190635
407	0.6124070747
408	0.6123886036
409	0.6123464595
410	0.6123060686
411	0.6122936147
412	0.6122839765
413	0.6122600772
414	0.6122475991
415	0.6122344545
416	0.6122247522
417	0.6122103594
418	0.6121709093
419	0.6121471137
420	0.6121015711
421	0.612078386
422	0.612057567
423	0.6120491747
424	0.6120427111
425	0.6120312359
426	0.612016102
427	0.6120052397
428	0.6119888292
429	0.6119532786
430	0.6119115658
431	0.6118985893
432	0.6118820666
433	0.6118716446
434	0.6118606797
435	0.6118497019
436	0.6118320313
437	0.6118125714
438	0.6118024161
439	0.6117925419
440	0.6117798616
441	0.6117669552
442	0.6117516833
443	0.6117407241
444	0.6117302484
445	0.6117137059
446	0.6117027873
447	0.6116910866
448	0.6116811993
449	0.611645936
450	0.6116246257
451	0.6115872589
452	0.61156282
453	0.6115535276
454	0.611540687
455	0.611524065
456	0.6115067764
457	0.6114969519
458	0.6114618218
459	0.6114519771
460	0.6114452139
461	0.6114262409
462	0.611416737
463	0.6114031099
464	0.6113913443
465	0.611373981
466	0.6113489109
467	0.6113370508
468	0.6113190084
469	0.6112585062
470	0.6112462373
471	0.6112327023
472	0.6112243806
473	0.6111993992
474	0.6111864552
475	0.6111571961
476	0.6111483254
477	0.6111364802
478	0.6111236421
479	0.6111076774
480	0.6110707053
481	0.6110517424
482	0.6110382893
483	0.6110288866
484	0.6110120886
485	0.6109987476
486	0.6109819846
487	0.6109648132
488	0.6109463854
489	0.6109372501
490	0.6109226088
491	0.6109092009
492	0.610899173
493	0.6108899258
494	0.6108818189
495	0.6108715341
496	0.610862307
497	0.6108526262
498	0.6108393138
499	0.6108042354
500	0.6107925906
501	0.6107416132
502	0.6107328645
503	0.6106974449
504	0.6106870188
505	0.6106581448
506	0.6106480618
507	0.6106341555
508	0.610604236
509	0.6105926839
510	0.6105794596
511	0.610569418
512	0.6105429806
513	0.6105329384
514	0.6105250915
515	0.6104981321
516	0.6104861453
517	0.6104632136
518	0.6104520882
519	0.6104455309
520	0.6104292996
521	0.6104162183
522	0.6104064024
523	0.6103961877
524	0.6103874062
525	0.6103773621
526	0.6103706843
527	0.6103468012
528	0.6103165531
529	0.6103056882
530	0.6102968006
531	0.610274487
532	0.6102565285
533	0.6102462459
534	0.6102194961
535	0.6101916245
536	0.6101859871
537	0.6101664434
538	0.6101569384
539	0.6101465571
540	0.6101387317
541	0.6101151411
542	0.6101086593
543	0.6100987342
544	0.610086823
545	0.6100785889
546	0.6100712793
547	0.6100611143
548	0.6100505874
549	0.6100445106
550	0.6100331073
551	0.6100234658
552	0.6099933514
553	0.6099570235
554	0.6099487508
555	0.6099388868
556	0.6099297269
557	0.6098967208
558	0.6098900471
559	0.6098768819
560	0.6098601661
561	0.6098511859
562	0.6098394884
563	0.609830807
564	0.6098193756
565	0.6098029414
566	0.6097778063
567	0.6097537838
568	0.6097374786
569	0.6097305546
570	0.6097032726
571	0.6096817469
572	0.6096708114
573	0.609664142
574	0.6096554135
575	0.6096286657
576	0.6096177778
577	0.6096022105
578	0.6095927249
579	0.6095836585
580	0.6095736919
581	0.6095633236
582	0.6095322419
583	0.6095151929
584	0.6095057587
585	0.6094899405
586	0.6094736716
587	0.6094652059
588	0.6094541031
589	0.609445359
590	0.6094068879
591	0.6093984213
592	0.6093860746
593	0.609371533
594	0.6093559703
595	0.6093338018
596	0.6093170925
597	0.6093122133
598	0.6092981176
599	0.6092746095
600	0.6092626751
601	0.6092471083
602	0.6092415104
603	0.6092309447
604	0.609209281
605	0.6091958763
606	0.609187246
607	0.6091648974
608	0.6091573499
609	0.6091514764
610	0.6091411755
611	0.6091280609
612	0.6091191282
613	0.6091084641
614	0.6090990013
615	0.6090792196
616	0.6090713974
617	0.6090557993
618	0.6090485602
619	0.6090372083
620	0.6090241278
621	0.6090084853
622	0.6089980633
623	0.6089867627
624	0.6089639364
625	0.6089524597
626	0.60894519
627	0.6089352989
628	0.6089262678
629	0.6089186575
630	0.6089101293
631	0.6089019755
632	0.6088937965
633	0.6088834444
634	0.6088722443
635	0.6088622818
636	0.6088448055
637	0.6088366518
638	0.6088241155
639	0.6088139777
640	0.6088063148
641	0.608795459
642	0.6087892343
643	0.6087671577
644	0.6087592066
645	0.6087502876
646	0.6087378494
647	0.6087281017
648	0.6087073311
649	0.6086965737
650	0.6086883745
651	0.6086811273
652	0.6086594249
653	0.608648323
654	0.608634759
655	0.6086189201
656	0.6086113025
657	0.6085973474
658	0.6085864609
659	0.608579623
660	0.6085631376
661	0.6085395272
662	0.608522441
663	0.6085067169
664	0.6084978608
665	0.6084904179
666	0.6084842464
667	0.6084744515
668	0.6084634708
669	0.6084418105
670	0.6084351311
671	0.6084252632
672	0.6084153832
673	0.6084061292
674	0.6083944222
675	0.6083837768
676	0.608363907
677	0.6083452064
678	0.6083377369
679	0.6083182731
680	0.6083096158
681	0.6082980552
682	0.6082878369
683	0.6082759316
684	0.6082599929
685	0.6082453828
686	0.6082374824
687	0.6082252415
688	0.608218065
689	0.6082086056
690	0.6082011678
691	0.6081828683
692	0.6081702613
693	0.6081606749
694	0.6081366158
695	0.6081273955
696	0.6081183406
697	0.6081102059
698	0.6081014446
699	0.6080860197
700	0.6080754262
701	0.6080662359
702	0.6080580409
703	0.6080521052
704	0.6080419711
705	0.608026107
706	0.6080204986
707	0.6080118207
708	0.6080065522
709	0.6079997277
710	0.6079904601
711	0.6079658726
712	0.6079557671
713	0.6079494152
714	0.6079420218
715	0.607933737
716	0.6079266898
717	0.6079165668
718	0.6079095075
719	0.6079007762
720	0.6078933462
721	0.6078856543
722	0.6078778623
723	0.6078702624
724	0.607856791
725	0.6078396518
726	0.6078294786
727	0.6078184095
728	0.6078084247
729	0.6077985266
730	0.6077910878
731	0.6077794414
732	0.6077693072
733	0.6077567667
734	0.6077286922
735	0.6077205878
736	0.6077114774
737	0.6077027113
738	0.6076942559
739	0.6076858224
740	0.6076774116
741	0.6076672911
742	0.607660796
743	0.6076485414
744	0.6076406993
745	0.6076325778
746	0.607623743
747	0.6076108961
748	0.607603592
749	0.6075716957
750	0.6075486216
751	0.6075414278
752	0.607533463
753	0.6075262711
754	0.607517015
755	0.6075070846
756	0.6074977041
757	0.6074908442
758	0.6074812678
759	0.6074525267
760	0.6074301064
761	0.6074222868
762	0.6074155161
763	0.6074009326
764	0.6073924421
765	0.607382316
766	0.6073749929
767	0.6073586883
768	0.6073498907
769	0.6073428623
770	0.60733413
771	0.6073253161
772	0.6073166667
773	0.6073080792
774	0.6072931959
775	0.60728631
776	0.6072604209
777	0.6072532601
778	0.6072465904
779	0.60723208
780	0.60722595
781	0.6072186915
782	0.6072107687
783	0.6072039441
784	0.6071976088
785	0.6071880372
786	0.6071813823
787	0.6071745422
788	0.6071672709
789	0.607158304
790	0.6071515397
791	0.6071418064
792	0.607132772
793	0.6071271414
794	0.6071199774
795	0.6071128702
796	0.6071043489
797	0.6070973538
798	0.6070771572
799	0.6070554903
800	0.6070484096
801	0.6070393012
802	0.6070308464
803	0.6070216667
804	0.6070143478
805	0.6069987214
806	0.6069892171
807	0.606982574
808	0.6069745553
809	0.6069657213
810	0.6069576666
811	0.6069480878
812	0.6069194795
813	0.6069085297
814	0.6068994132
815	0.6068904611
816	0.6068805973
817	0.6068738153
818	0.6068661576
819	0.6068588059
820	0.6068508181
821	0.6068272755
822	0.6068205589
823	0.6068148744
824	0.6068051656
825	0.6067989685
826	0.6067829651
827	0.6067761297
828	0.6067570267
829	0.6067464525
830	0.6067268918
831	0.6067191603
832	0.6067107372
833	0.6067022815
834	0.6066935446
835	0.6066765834
836	0.6066697367
837	0.606665113
838	0.6066532318
839	0.6066429687
840	0.6066343041
841	0.6066268708
842	0.60661742
843	0.6066004179
844	0.6065854363
845	0.6065800398
846	0.6065703688
847	0.606565165
848	0.6065566981
849	0.6065491762
850	0.6065411998
851	0.6065321742
852	0.6065214806
853	0.6065125127
854	0.6065046396
855	0.6064969497
856	0.6064893944
857	0.606477998
858	0.6064651354
859	0.60645936
860	0.6064502498
861	0.6064431226
862	0.6064322936
863	0.6064127771
864	0.6064052588
865	0.6063994952
866	0.6063934196
867	0.6063850677
868	0.6063765164
869	0.6063694578
870	0.6063638744
871	0.6063574663
872	0.6063501738
873	0.6063450364
874	0.6063353531
875	0.6063274895
876	0.6063214225
877	0.6063127584
878	0.6062964146
879	0.6062883743
880	0.6062807517
881	0.6062708885
882	0.6062646833
883	0.6062561244
884	0.6062471664
885	0.6062387963
886	0.6062233493
887	0.6062148993
888	0.6062057205
889	0.606189506
890	0.6061801643
891	0.6061658132
892	0.6061551964
893	0.6061497366
894	0.6061413193
895	0.6061301692
896	0.6061231884
897	0.6061175738
898	0.6061109084
899	0.6061001827
900	0.6060926288
901	0.6060830136
902	0.606075955
903	0.6060603751
904	0.6060473191
905	0.6060388069
906	0.6060200862
907	0.6060122845
908	0.6060040824
909	0.6059958852
910	0.6059880117
911	0.605980951
912	0.6059736648
913	0.6059622696
914	0.6059500087
915	0.6059433444
916	0.6059286681
917	0.6059240691
918	0.6059170681
919	0.6059094473
920	0.6058934269
921	0.6058820207
922	0.6058736894
923	0.605858207
924	0.6058514804
925	0.6058430342
926	0.6058350421
927	0.6058268755
928	0.6058200247
929	0.6058148741
930	0.6058081905
931	0.6058017473
932	0.6057941604
933	0.6057854105
934	0.6057792367
935	0.6057678135
936	0.6057576821
937	0.6057491995
938	0.605742561
939	0.6057327918
940	0.6057251704
941	0.6057167806
942	0.6056954676
943	0.6056871317
944	0.6056784367
945	0.6056713719
946	0.6056638677
947	0.6056573417
948	0.6056452872
949	0.6056337482
950	0.6056275602
951	0.6056179883
952	0.6056109616
953	0.605604398
954	0.6055975749
955	0.605588906
956	0.605584169
957	0.6055769624
958	0.6055711202
959	0.6055615019
960	0.6055555426
961	0.6055467738
962	0.6055412882
963	0.6055338138
964	0.6055200942
965	0.6055125566
966	0.6055023702
967	0.6054880423
968	0.6054716772
969	0.6054608067
970	0.6054546919
971	0.6054458317
972	0.60543815
973	0.6054299844
974	0.6054136362
975	0.6054033287
976	0.6053937256
977	0.6053840899
978	0.605379687
979	0.6053643421
980	0.605353653
981	0.6053468738
982	0.6053369558
983	0.6053269266
984	0.6053228681
985	0.605313412
986	0.605304098
987	0.6052961272
988	0.6052906026
989	0.6052837637
990	0.6052780228
991	0.6052687057
992	0.6052627039
993	0.6052552214
994	0.6052498929
995	0.6052410921
996	0.6052332155
997	0.6052260349
998	0.6052173925
999	0.605210182
